Source,Target 
25284,225260 
25284,169207 
25284,160220 
25284,35316 
25284,57614 
25284,55500 
25284,219622 
25284,25245 
25284,245586 
25284,55717 
25287,225260 
25287,169207 
25287,121094 
25287,147042 
25287,20815 
25287,46754 
25287,15010 
25287,55536 
25297,225260 
25297,177112 
25297,210431 
25297,216548 
25297,159967 
25297,119175 
25297,89896 
25297,256533 
25297,183855 
25297,119395 
25297,25287 
25297,46754 
25297,94367 
25309,251899 
25309,10377 
25309,160220 
25309,44824 
25309,161517 
25309,145953 
25309,183855 
25309,208445 
25309,56188 
25309,160223 
25309,164768 
25309,15010 
25309,124604 
25309,195633 
25327,128596 
25327,10377 
25327,25287 
25327,15051 
25327,55551 
25335,163679 
25335,214355 
25335,177332 
25335,253036 
25335,180793 
25335,256529 
25335,100974 
25335,186857 
25335,76526 
25335,240700 
25335,213464 
25485,251899 
25485,240695 
25485,180793 
25485,242758 
25485,242146 
25533,169207 
25533,66224 
25533,188777 
25533,35317 
25533,69329 
25533,124168 
25533,191898 
25533,28135 
25758,128596 
25758,36497 
25758,31088 
25758,53144 
25758,79025 
25758,15835 
25758,125345 
25758,74822 
25758,25761 
25758,3157 
25758,118492 
25758,69785 
25758,205 
25761,13132 
25761,25758 
25761,89624 
25761,118492 
25761,69785 
25761,103030 
25761,25762 
25761,241945 
25762,17748 
25762,25084 
25762,25761 
25762,83641 
25762,125345 
25762,103030 
25762,92362 
25762,93221 
25768,5680 
25768,17749 
25768,128596 
25768,228840 
25768,227969 
25768,55120 
25768,31088 
25768,53144 
25768,79025 
25768,8584 
25768,78053 
25768,37823 
25768,17779 
26047,19426 
26047,171951 
26047,237584 
26047,214757 
26047,59728 
26047,237585 
26047,59353 
26047,246296 
26047,227103 
26083,177701 
26083,128596 
26083,218663 
26083,70786 
26083,177813 
26083,70845 
26086,396 
26086,397 
26086,177701 
26086,128596 
26086,36497 
26086,228840 
26086,55120 
26086,31088 
26086,104583 
26086,166262 
26086,104584 
26086,56442 
26086,56439 
26141,246320 
26141,14936 
26141,29406 
26141,191590 
26141,188767 
26141,247792 
26141,34392 
26141,40154 
26141,94074 
26141,249675 
26141,91976 
26141,50895 
26271,243513 
26271,186115 
26738,251899 
26738,180793 
26738,66389 
26738,174490 
26738,124496 
26738,27668 
26738,56187 
26846,135424 
26915,24139 
26915,122206 
26915,101759 
26915,22099 
26915,5148 
26915,35315 
27083,24696 
27120,71192 
27120,198969 
27120,226009 
27120,253249 
27605,168639 
27605,146 
27605,96003 
27605,215490 
27605,56394 
27605,161730 
27605,215581 
27605,54527 
27605,141300 
27605,54523 
27605,243145 
27605,131339 
27605,41685 
27605,94277 
27605,60120 
27605,54522 
27668,5364 
27668,251890 
27668,11928 
27668,70646 
27668,64909 
27668,76427 
27668,131470 
27668,19874 
27668,191909 
27668,108211 
27851,128596 
27851,66223 
27851,32924 
27851,216106 
27851,45543 
27851,45551 
27851,163092 
27851,45544 
27851,235220 
27851,45545 
27851,250973 
27851,240765 
27851,213633 
27851,66222 
27851,72534 
27851,203477 
27851,118579 
27851,98389 
27851,22835 
27851,185068 
27851,144669 
27851,207148 
27851,125210 
27851,113719 
27851,185074 
27851,240769 
27851,115351 
28083,251890 
28083,116025 
28083,93868 
28130,107746 
28130,74735 
28130,152720 
28130,28133 
28131,177112 
28131,107746 
28131,7657 
28131,241582 
28131,118287 
28131,108628 
28132,256530 
28132,64785 
28132,35338 
28133,28130 
28133,157714 
28133,213026 
28133,199368 
28133,255724 
28133,85546 
28133,152720 
28133,68053 
28135,66224 
28135,113875 
28135,192621 
28135,62400 
28140,211631 
28140,66226 
28140,62400 
28146,251899 
28146,48569 
28146,196378 
28146,187063 
28146,35329 
28146,64785 
28146,216607 
28146,256549 
28146,256547 
28147,24139 
28147,108214 
28147,198137 
28147,169679 
28147,121363 
28147,28130 
28147,202805 
28147,93868 
28155,22099 
28155,7657 
28155,199368 
28155,240765 
28162,182525 
28162,16579 
28162,75842 
28162,121348 
28162,80173 
28162,159247 
28162,218499 
28162,76440 
28170,4 
28170,4827 
28170,23447 
28170,229352 
28170,83969 
28170,86795 
28170,48569 
28170,64909 
28170,76427 
28170,28175 
28170,49111 
28170,146593 
28170,107509 
28175,4827 
28175,23447 
28175,86795 
28175,122336 
28175,86804 
28214,10377 
28214,32924 
28214,28130 
28248,122329 
28248,122337 
28248,127946 
28248,169666 
28248,90633 
28248,90630 
28248,198137 
28248,122331 
28248,28132 
28248,210494 
28248,28130 
28248,152720 
28248,16647 
28262,239317 
28262,124385 
28262,235220 
28262,147304 
28262,143979 
28303,251890 
28303,122206 
28303,127303 
28303,108208 
28303,191881 
28303,122207 
28303,76431 
28303,231143 
28303,30016 
28728,2733 
28728,45406 
28728,256529 
28728,11605 
28728,256582 
28728,119175 
28728,3240 
28728,256549 
28728,256542 
28728,256548 
28728,256541 
28728,256531 
28728,256537 
28728,94367 
28728,256538 
29007,5138 
29007,5148 
29007,240695 
29007,156315 
29007,216156 
29007,240694 
29007,240983 
29007,135952 
29007,241012 
29007,180836 
29007,121369 
29007,146593 
29007,22107 
29007,43728 
29007,235225 
29007,29008 
29007,233596 
29007,93868 
29008,29007 
29008,252185 
29008,154299 
29008,214355 
29008,157856 
29008,156315 
29008,5148 
29008,240983 
29008,135952 
29008,108196 
29008,1568 
29008,241012 
29008,5138 
29008,248140 
29008,203695 
29008,235225 
29008,110282 
29036,5138 
29036,5148 
29036,240695 
29036,157856 
29036,156315 
29036,240694 
29036,10538 
29036,215391 
29036,127946 
29036,209886 
29036,108212 
29036,180221 
29036,148457 
29036,108228 
29036,30136 
29036,22100 
29036,240708 
29036,83696 
29036,35321 
29036,63660 
29036,223034 
29036,65850 
29036,191848 
29105,12620 
29105,12622 
29105,226506 
29105,129861 
29105,136493 
29105,237448 
29105,213191 
29105,207317 
29105,226510 
29105,146292 
29147,244647 
29147,239340 
29147,244646 
29147,32376 
29147,91909 
29147,79672 
29365,85476 
29406,12582 
29406,26141 
29406,191585 
29406,66223 
29406,32924 
29406,156819 
29406,76905 
29406,191593 
29406,75839 
29406,249675 
29406,240696 
29406,19959 
29406,29423 
29407,29406 
29407,259575 
29407,244483 
29408,211630 
29408,97424 
29408,155581 
29408,105610 
29408,138434 
29408,235219 
29409,252185 
29409,191585 
29409,12582 
29409,29406 
29409,66223 
29409,240697 
29409,26141 
29409,104555 
29409,191590 
29409,34392 
29409,7059 
29409,147746 
29409,70647 
29409,50895 
29409,191589 
29409,71174 
29409,132625 
29409,146957 
29409,234403 
29412,4799 
29412,75261 
29412,34392 
29412,75839 
29412,124172 
29412,162107 
29412,71174 
29412,62417 
29412,197701 
29413,148244 
29413,71395 
29413,29419 
29414,216548 
29414,120924 
29414,146978 
29414,188770 
29414,149486 
29414,11315 
29414,216551 
29414,197701 
29419,92174 
29419,74807 
29423,29406 
29423,171769 
29423,75839 
29423,249675 
29598,228840 
29598,122206 
29598,155275 
29598,148002 
29598,196412 
29598,138230 
29598,196389 
29598,138208 
29598,138219 
29598,129725 
29598,118305 
29598,130571 
29601,155275 
29601,30604 
29601,66223 
29601,203370 
29601,229317 
29601,130571 
29684,215390 
29684,233600 
29684,233595 
29684,233601 
29684,233598 
29684,233603 
29684,117941 
29684,122328 
29684,233620 
29684,64758 
29684,117940 
29684,117939 
29684,29685 
29684,233616 
29684,201928 
29684,117943 
29684,233609 
29684,117942 
29685,29684 
29685,215390 
29685,233603 
29685,117941 
29685,117940 
29685,117939 
29685,117943 
29685,117942 
29688,215390 
29688,233600 
29688,233595 
29688,29684 
29688,233601 
29688,233598 
29688,233603 
29688,117941 
29688,122328 
29688,233620 
29688,64758 
29688,117940 
29688,117939 
29688,29685 
29688,233616 
29688,201928 
29688,233609 
29688,117943 
29688,117942 
29689,215390 
29689,233600 
29689,233595 
29689,29688 
29689,29684 
29689,233601 
29689,233598 
29689,233603 
29689,117941 
29689,122328 
29689,233620 
29689,64758 
29689,117940 
29689,117939 
29689,29685 
29689,165731 
29689,233616 
29689,201928 
29689,233609 
29689,117943 
29689,117942 
29690,10377 
29690,32377 
29690,116974 
29690,191849 
29690,28175 
29690,29699 
29690,32385 
29690,55717 
29690,86817 
29692,10330 
29692,32377 
29692,106560 
29692,28175 
29692,29784 
29693,4 
29693,32377 
29693,86795 
29693,4827 
29693,116974 
29693,178236 
29693,28175 
29693,29784 
29693,117631 
29693,117625 
29693,35338 
29699,4827 
29699,29690 
29699,11928 
29699,32377 
29699,191866 
29699,28175 
29699,29784 
29699,86817 
29712,251890 
29712,32377 
29712,86795 
29712,90635 
29712,106558 
29784,29692 
29784,32377 
29784,106545 
29784,34381 
29784,28175 
29784,32385 
29784,86802 
29784,117633 
29944,103899 
29944,103819 
29944,250647 
29944,248573 
29944,186368 
29944,122172 
29944,99582 
29944,186081 
29989,177112 
29989,63669 
29989,140468 
29989,77729 
29997,177701 
29997,218926 
30016,28303 
30016,251890 
30016,30604 
30016,83969 
30016,131927 
30016,89877 
30016,216607 
30016,251597 
30016,30123 
30016,256545 
30042,142191 
30042,251895 
30123,121988 
30123,147496 
30136,251899 
30136,251890 
30136,45406 
30198,251899 
30198,64785 
30211,251899 
30211,251890 
30211,225260 
30211,158701 
30240,13733 
30240,15835 
30240,10623 
30240,9499 
30240,11131 
30240,91553 
30240,159262 
30240,6700 
30240,218684 
30240,69844 
30363,89422 
30363,44120 
30363,30364 
30363,44076 
30363,167802 
30363,164078 
30364,26047 
30364,74130 
30364,234280 
30364,164078 
30604,14984 
30604,240697 
30604,57614 
30604,197392 
30604,97386 
30604,105609 
30604,191859 
30604,16705 
30604,219622 
30604,106683 
30604,25245 
30604,48670 
30607,163679 
30607,253036 
30607,22099 
30607,70646 
30607,191588 
30607,35315 
30607,57614 
30607,14984 
30607,114316 
30607,183855 
30607,124493 
30607,25287 
30607,201544 
30607,40455 
30607,214358 
30607,188770 
30607,191183 
30607,25221 
30607,124605 
30607,25219 
30607,124558 
30607,188814 
30607,86796 
30607,105616 
30607,96386 
30607,50760 
30607,219622 
30607,220361 
30607,25245 
30607,60550 
30607,198244 
30607,8384 
30607,110282 
30607,167226 
30640,113875 
30640,34393 
30643,235220 
30643,54821 
30643,225202 
30643,40025 
30643,251452 
30643,113877 
30643,29147 
30643,66231 
30643,66225 
30643,174578 
30643,107078 
30643,82126 
30644,24139 
30644,216557 
30644,218365 
30644,43761 
30644,35315 
30644,79946 
30644,37627 
30644,186857 
30644,22102 
30644,240700 
30644,154870 
30644,55536 
30646,239319 
30646,255637 
30646,240698 
30646,66226 
30646,66231 
30646,226600 
30650,14984 
30650,99761 
30650,218365 
30650,54087 
30650,98776 
30650,107006 
30650,97752 
30650,180713 
30652,10377 
30652,214355 
30652,66238 
30652,57614 
30652,213633 
30652,72525 
30652,25485 
30652,214358 
30652,215335 
30652,25327 
30652,8580 
30652,242146 
30653,24139 
30653,163679 
30653,139502 
30653,121412 
30653,163488 
30653,30211 
30655,146329 
30655,146315 
30655,73517 
30655,38301 
30655,55552 
30655,146324 
30655,73519 
30655,76987 
30658,66224 
30658,216106 
30658,72522 
30658,256229 
30658,203477 
30658,225202 
30658,240698 
30658,19859 
30658,66228 
30658,30640 
30658,251597 
30658,174578 
30658,191002 
30658,191069 
30658,203370 
30658,251595 
30659,239317 
30659,216557 
30659,213633 
30659,240698 
30659,232010 
30659,8580 
30659,79672 
30670,124489 
30670,259070 
30670,158773 
30701,142190 
30701,139502 
30701,37654 
30701,214358 
30701,66240 
30701,44227 
30701,72628 
30701,74320 
30724,76429 
30724,121419 
30724,43762 
30724,37654 
30724,63669 
30724,1568 
30724,37353 
30724,6214 
30724,37649 
30724,73519 
30724,242146 
30928,192389 
31073,16655 
31073,99840 
31073,179170 
31073,162238 
31073,216555 
31088,8584 
31088,55120 
31088,104583 
31088,246320 
31088,63516 
31088,137199 
31088,143260 
31088,17266 
31088,71505 
31088,69785 
31088,187205 
31088,194325 
31094,8584 
31094,48982 
31094,118492 
31094,25019 
31094,14949 
31094,41660 
31094,81462 
31094,132210 
31094,121900 
31118,225260 
31118,237754 
31118,211630 
31189,122206 
31189,148012 
31189,215390 
31189,101778 
31189,148001 
31189,94128 
31189,169666 
31189,156445 
31189,126854 
31189,215393 
31189,215392 
31189,1161 
31557,57723 
31557,202144 
31557,161730 
31557,54520 
31557,9697 
31557,54523 
31557,184668 
31557,9262 
31557,156123 
31558,141548 
31558,46799 
31558,215490 
31558,95339 
31558,177303 
31558,141300 
31558,70332 
31558,202626 
31558,243136 
31558,193786 
31699,251899 
31699,174434 
31699,35318 
31699,180221 
31699,223034 
31780,68725 
31780,191661 
31780,187928 
31780,15495 
31780,191669 
31782,187928 
31782,191669 
31785,129722 
31786,122653 
31786,152852 
31964,75372 
31964,176327 
31964,158977 
31964,140343 
32040,10109 
32040,228840 
32040,9997 
32040,103819 
32040,116728 
32040,161660 
32040,203940 
32040,99582 
32143,24655 
32224,54487 
32224,154695 
32224,219075 
32376,11928 
32376,236641 
32376,32385 
32376,236648 
32377,4 
32377,29690 
32377,29692 
32377,29712 
32377,244647 
32377,86795 
32377,106560 
32377,16579 
32377,116974 
32377,244658 
32377,86821 
32377,86815 
32377,117802 
32385,29690 
32385,29784 
32385,32376 
32385,249985 
32385,49108 
32385,87592 
32385,32393 
32385,174556 
32385,20631 
32385,49111 
32385,113873 
32385,236641 
32385,197705 
32385,49112 
32385,117617 
32385,137765 
32385,86798 
32385,29692 
32385,117633 
32385,220162 
32393,32385 
32393,32377 
32393,164984 
32393,86795 
32393,16649 
32393,191852 
32393,163328 
32393,191835 
32393,16563 
32393,116974 
32393,191840 
32393,191866 
32393,76427 
32393,29690 
32393,5364 
32393,29693 
32393,29784 
32393,5371 
32393,32376 
32393,192180 
32393,29699 
32393,209961 
32393,117625 
32393,117632 
32393,117633 
32393,5369 
32393,117640 
32393,220162 
32394,86795 
32394,4 
32394,116974 
32394,29690 
32394,117620 
32394,29693 
32394,112436 
32394,29784 
32394,29699 
32394,117631 
32394,86804 
32394,86802 
32394,117632 
32394,29692 
32394,86798 
32394,117633 
32394,29712 
32394,117640 
32394,86805 
32394,220162 
32394,86817 
32498,42174 
32498,218500 
32498,196376 
32498,196389 
32498,218499 
32498,244654 
32498,213267 
32500,251890 
32500,182525 
32500,140089 
32500,25054 
32500,28170 
32500,64909 
32500,25055 
32500,108192 
32500,86648 
32500,110573 
32500,192026 
32500,6133 
32500,37037 
32500,49277 
32500,107509 
32500,124167 
32500,159248 
32786,32790 
32786,240696 
32786,106844 
32790,32786 
32790,237754 
32790,211630 
32790,97424 
32790,249985 
32790,191585 
32790,29406 
32790,52809 
32790,101778 
32790,9413 
32790,7613 
32790,105610 
32790,40023 
32790,106844 
32790,191894 
32790,19874 
32790,191589 
32790,191874 
32790,174658 
32790,139207 
32790,218839 
32790,148011 
32820,18436 
32820,18443 
32820,206505 
32820,86933 
32820,121993 
32820,89877 
32820,127754 
32830,5043 
32830,177701 
32830,128596 
32830,36497 
32830,228840 
32830,127588 
32830,55120 
32830,31088 
32830,104583 
32830,53144 
32830,8583 
32830,20866 
32830,10109 
32830,94742 
32830,2131 
32830,168300 
32830,258100 
32830,201873 
32830,159237 
32830,160623 
32831,10917 
32831,128596 
32831,36497 
32831,228840 
32831,227969 
32831,55120 
32831,31088 
32831,95179 
32831,79025 
32831,8584 
32831,41202 
32831,20866 
32831,95209 
32831,101024 
32831,39928 
32831,48982 
32831,23177 
32831,79147 
32831,41660 
32831,237872 
32832,128596 
32832,31088 
32832,95172 
32832,95168 
32832,6700 
32920,252751 
32920,188769 
32920,252756 
32922,246320 
32922,104584 
32922,252756 
32922,72522 
32922,19859 
32922,22009 
32922,97618 
32922,71132 
32922,251596 
32924,29406 
32924,225260 
32924,252185 
32924,191585 
32924,166 
32924,104555 
32924,160386 
32924,108626 
32924,218443 
32924,146150 
32924,152911 
32924,70662 
32924,152744 
33241,157856 
33241,240694 
33241,89624 
33241,139674 
33241,146957 
33247,251890 
33247,42174 
33247,108191 
33247,11928 
33247,240695 
33247,157856 
33247,127303 
33247,122326 
33247,240694 
33247,148453 
33247,43762 
33247,122337 
33247,148002 
33247,240983 
33247,30198 
33247,213026 
33247,16857 
33247,122348 
33247,122331 
33247,107473 
33247,248966 
33247,147999 
33247,26915 
33247,121984 
33247,75144 
33247,152720 
33247,87955 
33247,197704 
33247,2967 
33247,146957 
33247,118924 
33283,122206 
33283,134210 
33284,211632 
33284,1155 
33284,174056 
33302,24655 
33302,171015 
33302,120373 
33330,240878 
33330,59602 
33330,183500 
33330,74843 
33330,192360 
33330,35183 
33330,183502 
33330,183507 
33801,10562 
33801,169668 
33801,73915 
33801,73918 
33801,4294 
33801,190539 
34381,10330 
34381,29784 
34381,32377 
34381,86795 
34381,4 
34381,116974 
34381,29690 
34381,117620 
34381,29693 
34381,90629 
34381,112436 
34381,32376 
34381,29699 
34381,117631 
34381,86821 
34381,86804 
34381,76440 
34381,86802 
34381,117617 
34381,86822 
34381,29692 
34381,86798 
34381,117633 
34381,29712 
34381,117640 
34381,191885 
34381,86817 
34381,220162 
34382,86795 
34382,4 
34382,29690 
34382,117620 
34382,130890 
34382,112436 
34382,29784 
34382,29699 
34382,117631 
34382,86821 
34382,86804 
34382,86796 
34382,86802 
34382,117625 
34382,86798 
34382,29692 
34382,117633 
34382,10330 
34382,29712 
34382,220162 
34389,86795 
34389,4 
34389,116974 
34389,34390 
34389,29690 
34389,117620 
34389,29693 
34389,112436 
34389,29784 
34389,29699 
34389,117631 
34389,86804 
34389,86802 
34389,117617 
34389,29692 
34389,86798 
34389,117632 
34389,117633 
34389,10330 
34389,29712 
34389,117640 
34389,191885 
34389,86817 
34389,220162 
34390,34389 
34390,86795 
34390,106560 
34390,4 
34390,167722 
34390,116974 
34390,34381 
34390,29690 
34390,77769 
34390,117620 
34390,29693 
34390,112436 
34390,29784 
34390,29699 
34390,117631 
34390,86804 
34390,86802 
34390,117617 
34390,117632 
34390,86798 
34390,29692 
34390,10330 
34390,117633 
34390,29712 
34390,117640 
34390,191885 
34390,86817 
34390,220162 
34392,29412 
34392,12582 
34392,188769 
34392,105610 
34392,188767 
34392,171769 
34392,79661 
34392,19959 
34392,1734 
34392,125722 
34393,113875 
34393,47149 
34393,75839 
34393,197814 
34393,97624 
34393,62400 
34395,92678 
34395,93866 
34526,251910 
34719,237754 
34719,211630 
34719,12582 
34719,211631 
34719,169668 
34719,149486 
34719,47580 
35179,218761 
35179,120373 
35183,68725 
35183,228840 
35183,15835 
35183,186241 
35183,126171 
35314,251899 
35314,251890 
35314,191357 
35314,86933 
35314,180221 
35314,180220 
35314,217085 
35315,251899 
35315,251890 
35315,76429 
35315,101759 
35315,240697 
35315,251892 
35315,148453 
35315,239480 
35315,79946 
35315,35323 
35315,241582 
35315,180836 
35315,22102 
35315,22103 
35316,251899 
35316,251890 
35316,191403 
35316,144070 
35316,35315 
35316,256542 
35316,159679 
35316,122341 
35316,156023 
35317,218500 
35317,169667 
35317,191918 
35317,191873 
35317,216558 
35318,251899 
35318,7657 
35318,108196 
35318,37353 
35318,121360 
35318,63660 
35320,251890 
35320,121349 
35321,76429 
35321,24139 
35321,28131 
35321,25485 
35321,162594 
35321,43726 
35323,251899 
35323,251890 
35323,122326 
35323,35316 
35323,30198 
35323,37633 
35323,64785 
35323,35351 
35324,122206 
35324,42174 
35324,122337 
35329,28146 
35329,122206 
35329,108191 
35329,172188 
35338,107746 
35338,256530 
35345,251890 
35345,139502 
35345,35315 
35348,108191 
35348,59668 
35348,102848 
35350,251899 
35350,251890 
35350,146971 
35350,11312 
35350,240699 
35350,108199 
35350,130894 
35350,167401 
35350,79948 
35350,235225 
35351,35323 
35351,251899 
35351,251890 
35351,122206 
35351,83969 
35351,122327 
35351,108212 
35351,28131 
35351,215407 
35351,108228 
35351,79953 
35351,108206 
35351,35324 
35356,122206 
35356,249985 
35356,90634 
35356,218500 
35356,215407 
35356,122341 
35461,251899 
35461,251890 
35461,3168 
35461,139502 
35461,37654 
35461,43761 
35461,63669 
35461,241012 
35461,37627 
35461,5138 
35461,25485 
35461,26915 
35461,156478 
35461,63152 
35474,251899 
35474,251890 
35474,37628 
35474,43762 
35474,63669 
35474,43725 
35474,148457 
35474,98778 
35474,99046 
35569,36497 
35569,227969 
35569,95182 
35569,218640 
35569,118543 
35569,218643 
35569,49513 
35569,176312 
35569,73173 
35569,218455 
35734,227969 
35734,31088 
35734,104583 
35734,53144 
35734,246320 
35734,20866 
35734,237925 
35734,204 
35734,124975 
35734,20358 
35734,10625 
35734,53880 
35929,61106 
35929,252185 
35929,71127 
35929,32924 
35929,19856 
35929,252751 
35929,191590 
35929,36589 
35929,188769 
35929,252756 
35929,163092 
35929,176164 
35929,160386 
35929,156819 
35929,213633 
35929,249992 
35929,188768 
35929,209442 
35929,252186 
35929,147746 
35929,226600 
35929,45355 
35929,252187 
35929,210152 
35929,252754 
35929,121988 
35929,216085 
35929,71132 
35929,156840 
35929,251596 
35929,32920 
35929,181619 
35978,36497 
35978,228840 
35978,55120 
35978,53144 
35978,79025 
35978,8584 
35978,246320 
35978,95191 
35978,101024 
35978,95173 
35978,95204 
35978,95180 
35978,161444 
35978,216442 
35978,199563 
36326,252185 
36326,252756 
36326,188768 
36497,2131 
36497,10693 
36497,15835 
36497,15836 
36497,15844 
36497,15856 
36497,20866 
36497,228840 
36497,79025 
36497,48727 
36497,101024 
36497,166262 
36497,152570 
36497,209644 
36497,166257 
36497,82960 
36497,224472 
36497,100130 
36497,239985 
36497,255302 
36497,166259 
36497,166261 
36497,166258 
36497,73192 
36497,73193 
36497,118574 
36498,177701 
36498,36497 
36498,228840 
36498,104583 
36498,53144 
36498,8583 
36498,20866 
36498,94742 
36498,218640 
36498,45543 
36498,118579 
36498,118492 
36498,257491 
36498,118582 
36498,37823 
36498,396 
36498,118574 
36589,252185 
36589,66224 
36589,71127 
36589,105947 
36589,248966 
36589,76912 
37010,211539 
37010,155171 
37010,133514 
37015,99797 
37015,208774 
37015,37010 
37037,211632 
37037,16702 
37037,77770 
37037,110580 
37037,47170 
37037,107493 
37037,19517 
37037,86648 
37037,154177 
37037,74451 
37037,107509 
37037,47173 
37040,10542 
37040,236613 
37040,205777 
37040,191852 
37040,191854 
37040,187787 
37040,191981 
37040,191909 
37040,191906 
37040,252193 
37040,191861 
37040,192032 
37140,128596 
37140,55120 
37140,79025 
37140,8584 
37140,96104 
37140,116728 
37140,207218 
37353,35318 
37353,251899 
37353,251890 
37353,37627 
37353,121360 
37627,1568 
37627,251899 
37627,76429 
37627,35318 
37627,37649 
37627,121360 
37628,251899 
37628,76429 
37628,157856 
37628,108199 
37628,256239 
37628,108228 
37628,158701 
37628,83925 
37628,242146 
37628,210496 
37628,11367 
37632,251899 
37632,146971 
37632,35318 
37632,37654 
37632,79946 
37632,158701 
37632,108198 
37632,154303 
37632,240736 
37632,117943 
37633,35323 
37633,251899 
37633,213023 
37633,37643 
37643,37633 
37643,251899 
37643,45406 
37643,213023 
37649,251899 
37649,167409 
37654,251899 
37654,37694 
37654,30198 
37654,37353 
37654,99045 
37654,255727 
37694,15003 
37694,251899 
37694,169207 
37694,10377 
37694,218365 
37694,98778 
37694,245586 
37822,128596 
37822,36497 
37822,31088 
37822,95179 
37822,53144 
37822,79025 
37822,48727 
37822,63516 
37822,95173 
37822,83641 
37822,78053 
37822,82951 
37822,216442 
37822,92362 
37822,75940 
37822,96440 
37822,157576 
37823,25768 
37823,128596 
37823,36497 
37823,31088 
37823,95179 
37823,53144 
37823,8583 
37823,79025 
37823,48727 
37823,83641 
37823,25761 
37823,127591 
37823,118492 
37823,78053 
37908,53144 
37908,246320 
37908,223868 
37908,72043 
37908,216442 
38080,1154 
38080,123945 
38080,240698 
38080,118040 
38182,157856 
38182,180793 
38182,244647 
38182,148453 
38182,108212 
38182,118272 
38182,65850 
38182,71311 
38300,68725 
38300,250795 
38300,131469 
38300,131470 
38301,146315 
38301,144669 
38553,9259 
38553,10009 
38553,57723 
38553,249009 
38553,168639 
38553,259546 
38553,217466 
38553,161730 
38553,190861 
38553,95382 
38553,67568 
38553,100076 
38553,161731 
38553,9536 
38553,260036 
38553,95344 
38553,156123 
38553,31557 
38632,30604 
38632,1154 
38632,213634 
38632,127114 
38632,121990 
38632,2141 
38632,213663 
38830,229352 
38830,252751 
38830,191403 
38830,210907 
38830,76907 
38830,124171 
38830,74635 
38920,199567 
38922,38923 
38923,38922 
38923,44121 
39029,136965 
39029,184005 
39182,177701 
39182,128596 
39182,29997 
39182,128589 
39182,177733 
39182,109383 
39182,177697 
39188,128596 
39188,128589 
39188,74114 
39188,24144 
39188,214949 
39188,204106 
39188,109383 
39210,177701 
39210,128596 
39210,36497 
39210,104583 
39210,12162 
39210,144209 
39210,9499 
39210,29997 
39210,219173 
39210,128589 
39694,113875 
39694,52809 
39694,109101 
39694,255637 
39694,21347 
39694,113892 
39694,99963 
39928,10917 
39928,32831 
39928,95181 
39928,95179 
39928,246320 
39928,95169 
39928,95186 
39928,83641 
39928,137199 
39928,199562 
39928,125345 
39928,95206 
39928,54487 
39928,199567 
39928,48982 
39928,127591 
39928,39946 
39928,6567 
39928,237872 
39928,96831 
39928,183142 
39928,70900 
39928,70845 
39928,162088 
39946,4124 
39946,61686 
39946,95171 
39946,160623 
40023,44824 
40023,192621 
40023,66225 
40023,111413 
40023,213635 
40025,44824 
40025,235220 
40025,72522 
40025,102557 
40154,12580 
40154,118025 
40154,156820 
40156,251890 
40156,127303 
40156,108194 
40156,108202 
40455,154974 
40455,79661 
40455,156819 
40455,130497 
40455,40464 
40456,33283 
40462,113875 
40462,40023 
40462,32922 
40462,115351 
40463,104583 
40463,29408 
40463,240696 
40463,98064 
40464,40455 
40464,205005 
40464,156818 
40464,140763 
40474,16563 
40474,57614 
40474,11349 
40761,16702 
40761,119175 
40761,47169 
40761,47170 
40761,154177 
40761,47168 
40761,89144 
40761,89143 
40761,117625 
40761,199504 
40761,47175 
40766,10542 
40766,16702 
40766,211843 
40766,119175 
40766,191836 
40766,47169 
40766,110580 
40766,187787 
40766,47170 
40766,191881 
40766,47172 
40766,191859 
40766,154177 
40766,47168 
40766,89143 
40766,178176 
40766,47175 
40766,47173 
40768,10542 
40768,16702 
40768,205777 
40768,119175 
40768,47169 
40768,40761 
40768,47170 
40768,99693 
40768,47172 
40768,154177 
40768,47168 
40768,89143 
40768,89144 
40768,37037 
40768,47175 
40768,47173 
40774,16702 
40774,211843 
40774,47169 
40774,110580 
40774,40761 
40774,47170 
40774,47172 
40774,154177 
40774,47168 
40774,37037 
40774,89144 
40774,89143 
40774,178176 
40774,173061 
40774,252193 
40774,47175 
40774,47173 
41053,96003 
41053,41056 
41053,259546 
41053,164623 
41053,164622 
41053,210739 
41053,54521 
41053,41055 
41055,41053 
41055,91080 
41055,96003 
41055,202146 
41055,41056 
41055,4809 
41055,164622 
41055,164623 
41056,41053 
41056,41055 
41056,202144 
41056,96003 
41056,52410 
41056,164624 
41056,10112 
41056,164622 
41056,54521 
41202,2141 
41202,6567 
41202,6604 
41202,9499 
41202,10862 
41202,20358 
41202,32831 
41202,36497 
41202,31088 
41202,104583 
41202,95176 
41202,61708 
41202,95195 
41202,237925 
41202,137199 
41202,60697 
41202,95206 
41202,61687 
41202,15836 
41202,95174 
41202,255302 
41202,218663 
41202,70786 
41202,95203 
41202,160557 
41202,7616 
41202,124966 
41202,183142 
41202,5185 
41432,11605 
41432,251899 
41432,225260 
41432,149592 
41432,11312 
41432,56188 
41432,174203 
41432,55536 
41523,6566 
41523,6700 
41523,11131 
41523,55120 
41523,31088 
41523,95194 
41570,157856 
41570,240983 
41570,139674 
41570,50760 
41570,198244 
41660,32831 
41660,36497 
41660,127588 
41660,55120 
41660,95209 
41660,63516 
41660,62740 
