Source,Target,Type,Id,Label,timeset,Weight
8867,91751,Directed,73014,,,1
8867,101285,Directed,73015,,,1
8867,44129,Directed,73016,,,1
8867,63769,Directed,73017,,,1
8867,96061,Directed,73018,,,1
8867,79531,Directed,73019,,,1
8867,87443,Directed,73020,,,1
8867,86945,Directed,73021,,,1
8867,21188,Directed,73022,,,1
8867,72850,Directed,73023,,,1
8867,14666,Directed,73024,,,1
8867,76086,Directed,73025,,,1
8867,92298,Directed,73026,,,1
8867,77442,Directed,73027,,,1
8871,198,Directed,73028,,,1
8871,48197,Directed,73029,,,1
8871,91254,Directed,73030,,,1
8871,66332,Directed,73031,,,1
8871,76142,Directed,73032,,,1
8871,42996,Directed,73033,,,1
8871,60887,Directed,73034,,,1
8871,74854,Directed,73035,,,1
8871,15759,Directed,73036,,,1
8871,1841,Directed,73037,,,1
8871,44034,Directed,73038,,,1
8871,42060,Directed,73039,,,1
8871,82604,Directed,73040,,,1
8871,33508,Directed,73041,,,1
8871,95274,Directed,73042,,,1
8874,72807,Directed,73043,,,1
8874,71956,Directed,73044,,,1
8874,56957,Directed,73045,,,1
8874,47922,Directed,73046,,,1
8874,51294,Directed,73047,,,1
8874,23007,Directed,73048,,,1
8874,87689,Directed,73049,,,1
8874,33169,Directed,73050,,,1
8874,10455,Directed,73051,,,1
8874,11759,Directed,73052,,,1
8874,34483,Directed,73053,,,1
8874,63364,Directed,73054,,,1
8874,78033,Directed,73055,,,1
8874,19194,Directed,73056,,,1
8874,96649,Directed,73057,,,1
8874,3691,Directed,73058,,,1
8874,8828,Directed,73059,,,1
8874,82937,Directed,73060,,,1
8874,75109,Directed,73061,,,1
8874,94611,Directed,73062,,,1
8874,42217,Directed,73063,,,1
8874,56706,Directed,73064,,,1
8874,83125,Directed,73065,,,1
8874,51031,Directed,73066,,,1
8874,37671,Directed,73067,,,1
8876,68331,Directed,73068,,,1
8876,82926,Directed,73069,,,1
8876,92550,Directed,73070,,,1
8876,1153,Directed,73071,,,1
8876,21842,Directed,73072,,,1
8876,89974,Directed,73073,,,1
8876,15434,Directed,73074,,,1
8876,85185,Directed,73075,,,1
8876,81917,Directed,73076,,,1
8876,61696,Directed,73077,,,1
8876,38731,Directed,73078,,,1
8876,68347,Directed,73079,,,1
8876,52818,Directed,73080,,,1
8876,97186,Directed,73081,,,1
8876,49014,Directed,73082,,,1
8876,69516,Directed,73083,,,1
8876,94731,Directed,73084,,,1
8876,97578,Directed,73085,,,1
8876,89115,Directed,73086,,,1
8876,77988,Directed,73087,,,1
8876,42439,Directed,73088,,,1
8876,36583,Directed,73089,,,1
8876,16773,Directed,73090,,,1
8876,69186,Directed,73091,,,1
8876,101902,Directed,73092,,,1
8876,100168,Directed,73093,,,1
8876,67043,Directed,73094,,,1
8876,101306,Directed,73095,,,1
8876,75835,Directed,73096,,,1
8876,54907,Directed,73097,,,1
8876,51693,Directed,73098,,,1
8876,77790,Directed,73099,,,1
8876,18590,Directed,73100,,,1
8903,16778,Directed,73101,,,1
8903,10793,Directed,73102,,,1
8903,21500,Directed,73103,,,1
8947,7066,Directed,73104,,,1
8947,79018,Directed,73105,,,1
8947,69813,Directed,73106,,,1
8947,46109,Directed,73107,,,1
8947,82664,Directed,73108,,,1
8947,5985,Directed,73109,,,1
8947,97810,Directed,73110,,,1
8947,1879,Directed,73111,,,1
8947,71157,Directed,73112,,,1
8947,61813,Directed,73113,,,1
8947,98802,Directed,73114,,,1
8947,69437,Directed,73115,,,1
8947,59818,Directed,73116,,,1
8947,91111,Directed,73117,,,1
8947,4836,Directed,73118,,,1
8947,28128,Directed,73119,,,1
8947,67347,Directed,73120,,,1
8947,4064,Directed,73121,,,1
8947,1058,Directed,73122,,,1
8947,75824,Directed,73123,,,1
8947,79054,Directed,73124,,,1
8947,16202,Directed,73125,,,1
8947,78898,Directed,73126,,,1
8947,2302,Directed,73127,,,1
8947,94429,Directed,73128,,,1
9016,33266,Directed,73129,,,1
9016,85653,Directed,73130,,,1
9016,74225,Directed,73131,,,1
9016,45153,Directed,73132,,,1
9016,103669,Directed,73133,,,1
9016,5222,Directed,73134,,,1
9016,103243,Directed,73135,,,1
9016,97897,Directed,73136,,,1
9016,45222,Directed,73137,,,1
9016,43562,Directed,73138,,,1
9016,83039,Directed,73139,,,1
9016,55459,Directed,73140,,,1
9016,49535,Directed,73141,,,1
9039,4049,Directed,73142,,,1
9039,14882,Directed,73143,,,1
9039,32651,Directed,73144,,,1
9039,13725,Directed,73145,,,1
9039,26589,Directed,73146,,,1
9039,104080,Directed,73147,,,1
9039,100728,Directed,73148,,,1
9039,95047,Directed,73149,,,1
9039,39745,Directed,73150,,,1
9039,88259,Directed,73151,,,1
9039,69437,Directed,73152,,,1
9039,50681,Directed,73153,,,1
9039,102576,Directed,73154,,,1
9039,107613,Directed,73155,,,1
9039,86355,Directed,73156,,,1
9039,79351,Directed,73157,,,1
9039,69186,Directed,73158,,,1
9039,70301,Directed,73159,,,1
9039,17231,Directed,73160,,,1
9039,97281,Directed,73161,,,1
9039,24802,Directed,73162,,,1
9039,58865,Directed,73163,,,1
9039,37472,Directed,73164,,,1
9039,67692,Directed,73165,,,1
9039,2122,Directed,73166,,,1
9039,59386,Directed,73167,,,1
9039,62652,Directed,73168,,,1
9039,106536,Directed,73169,,,1
9039,61842,Directed,73170,,,1
9112,26682,Directed,73171,,,1
9112,28895,Directed,73172,,,1
9112,101736,Directed,73173,,,1
9112,78459,Directed,73174,,,1
9112,37683,Directed,73175,,,1
9112,43744,Directed,73176,,,1
9112,4064,Directed,73177,,,1
9112,20207,Directed,73178,,,1
9112,3615,Directed,73179,,,1
9112,13585,Directed,73180,,,1
9112,85320,Directed,73181,,,1
9112,71818,Directed,73182,,,1
9112,23674,Directed,73183,,,1
9112,18879,Directed,73184,,,1
9112,62907,Directed,73185,,,1
9112,75577,Directed,73186,,,1
9112,51139,Directed,73187,,,1
9112,16773,Directed,73188,,,1
9112,75824,Directed,73189,,,1
9112,80811,Directed,73190,,,1
9112,69186,Directed,73191,,,1
9112,90901,Directed,73192,,,1
9112,69516,Directed,73193,,,1
9112,40683,Directed,73194,,,1
9112,101091,Directed,73195,,,1
9118,3589,Directed,73196,,,1
9118,30545,Directed,73197,,,1
9118,13164,Directed,73198,,,1
9118,72887,Directed,73199,,,1
9118,95157,Directed,73200,,,1
9118,29839,Directed,73201,,,1
9118,16773,Directed,73202,,,1
9118,75824,Directed,73203,,,1
9118,64690,Directed,73204,,,1
9118,68566,Directed,73205,,,1
9151,87310,Directed,73206,,,1
9151,5890,Directed,73207,,,1
9151,99232,Directed,73208,,,1
9151,83577,Directed,73209,,,1
9151,64764,Directed,73210,,,1
9151,72988,Directed,73211,,,1
9151,69822,Directed,73212,,,1
9151,25478,Directed,73213,,,1
9151,8700,Directed,73214,,,1
9151,93693,Directed,73215,,,1
9151,8702,Directed,73216,,,1
9151,57880,Directed,73217,,,1
9151,70977,Directed,73218,,,1
9151,82522,Directed,73219,,,1
9151,89115,Directed,73220,,,1
9151,4064,Directed,73221,,,1
9151,75824,Directed,73222,,,1
9151,69186,Directed,73223,,,1
9151,91503,Directed,73224,,,1
9151,51693,Directed,73225,,,1
9151,82704,Directed,73226,,,1
9151,99563,Directed,73227,,,1
9216,429,Directed,73228,,,1
9216,3227,Directed,73229,,,1
9216,5385,Directed,73230,,,1
9216,6068,Directed,73231,,,1
9216,48425,Directed,73232,,,1
9216,97198,Directed,73233,,,1
9216,57577,Directed,73234,,,1
9216,41791,Directed,73235,,,1
9216,53910,Directed,73236,,,1
9216,56957,Directed,73237,,,1
9216,92340,Directed,73238,,,1
9216,24572,Directed,73239,,,1
9216,84233,Directed,73240,,,1
9216,101285,Directed,73241,,,1
9216,34871,Directed,73242,,,1
9216,90058,Directed,73243,,,1
9216,58454,Directed,73244,,,1
9216,10415,Directed,73245,,,1
9216,14666,Directed,73246,,,1
9216,28887,Directed,73247,,,1
9216,64800,Directed,73248,,,1
9216,103073,Directed,73249,,,1
9216,74792,Directed,73250,,,1
9216,66299,Directed,73251,,,1
9216,63769,Directed,73252,,,1
9216,76086,Directed,73253,,,1
9216,99542,Directed,73254,,,1
9216,89005,Directed,73255,,,1
9216,40339,Directed,73256,,,1
9216,79531,Directed,73257,,,1
9216,11146,Directed,73258,,,1
9216,30408,Directed,73259,,,1
9216,8704,Directed,73260,,,1
9216,54202,Directed,73261,,,1
9216,50317,Directed,73262,,,1
9216,83900,Directed,73263,,,1
9216,100869,Directed,73264,,,1
9216,52725,Directed,73265,,,1
9216,82451,Directed,73266,,,1
9216,37121,Directed,73267,,,1
9216,92455,Directed,73268,,,1
9216,70440,Directed,73269,,,1
9216,64128,Directed,73270,,,1
9216,10303,Directed,73271,,,1
9216,77442,Directed,73272,,,1
9216,32242,Directed,73273,,,1
9216,61952,Directed,73274,,,1
9216,24940,Directed,73275,,,1
9216,61317,Directed,73276,,,1
9216,15009,Directed,73277,,,1
9216,30682,Directed,73278,,,1
9216,104242,Directed,73279,,,1
9216,53221,Directed,73280,,,1
9216,23007,Directed,73281,,,1
9216,35943,Directed,73282,,,1
9216,101685,Directed,73283,,,1
9216,69842,Directed,73284,,,1
9216,109008,Directed,73285,,,1
9216,14819,Directed,73286,,,1
9216,33297,Directed,73287,,,1
9216,92298,Directed,73288,,,1
9257,81251,Directed,73289,,,1
9257,77866,Directed,73290,,,1
9257,14770,Directed,73291,,,1
9257,45153,Directed,73292,,,1
9257,49215,Directed,73293,,,1
9357,23239,Directed,73294,,,1
9357,53370,Directed,73295,,,1
9357,95047,Directed,73296,,,1
9357,79351,Directed,73297,,,1
9357,28978,Directed,73298,,,1
9388,31354,Directed,73299,,,1
9388,99258,Directed,73300,,,1
9388,17197,Directed,73301,,,1
9388,57315,Directed,73302,,,1
9388,2611,Directed,73303,,,1
9388,45086,Directed,73304,,,1
9388,89659,Directed,73305,,,1
9388,22268,Directed,73306,,,1
9388,93693,Directed,73307,,,1
9388,72887,Directed,73308,,,1
9388,97053,Directed,73309,,,1
9388,94731,Directed,73310,,,1
9388,4064,Directed,73311,,,1
9388,16773,Directed,73312,,,1
9388,77268,Directed,73313,,,1
9388,75824,Directed,73314,,,1
9388,35255,Directed,73315,,,1
9388,38498,Directed,73316,,,1
9388,82522,Directed,73317,,,1
9388,88863,Directed,73318,,,1
9388,37718,Directed,73319,,,1
9388,29699,Directed,73320,,,1
9388,95274,Directed,73321,,,1
9388,94866,Directed,73322,,,1
9388,99563,Directed,73323,,,1
9406,69437,Directed,73324,,,1
9406,17197,Directed,73325,,,1
9406,28058,Directed,73326,,,1
9406,20537,Directed,73327,,,1
9406,106498,Directed,73328,,,1
9406,61734,Directed,73329,,,1
9406,61992,Directed,73330,,,1
9406,87943,Directed,73331,,,1
9406,15175,Directed,73332,,,1
9480,99563,Directed,73333,,,1
9480,47273,Directed,73334,,,1
9480,70995,Directed,73335,,,1
9480,34473,Directed,73336,,,1
9480,4602,Directed,73337,,,1
9480,78084,Directed,73338,,,1
9480,5985,Directed,73339,,,1
9480,65242,Directed,73340,,,1
9480,28514,Directed,73341,,,1
9480,305,Directed,73342,,,1
9480,100417,Directed,73343,,,1
9480,71157,Directed,73344,,,1
9480,70551,Directed,73345,,,1
9480,82200,Directed,73346,,,1
9480,69437,Directed,73347,,,1
9480,102978,Directed,73348,,,1
9480,35257,Directed,73349,,,1
9480,46252,Directed,73350,,,1
9480,101740,Directed,73351,,,1
9480,15823,Directed,73352,,,1
9480,4707,Directed,73353,,,1
9480,48768,Directed,73354,,,1
9480,11167,Directed,73355,,,1
9480,19294,Directed,73356,,,1
9480,60622,Directed,73357,,,1
9480,60004,Directed,73358,,,1
9480,88863,Directed,73359,,,1
9480,33798,Directed,73360,,,1
9480,51247,Directed,73361,,,1
9480,76517,Directed,73362,,,1
9480,50518,Directed,73363,,,1
9534,69756,Directed,73364,,,1
9534,11480,Directed,73365,,,1
9534,69813,Directed,73366,,,1
9534,62761,Directed,73367,,,1
9534,69586,Directed,73368,,,1
9534,74480,Directed,73369,,,1
9534,30589,Directed,73370,,,1
9534,65242,Directed,73371,,,1
9534,47999,Directed,73372,,,1
9534,11759,Directed,73373,,,1
9534,1622,Directed,73374,,,1
9534,57915,Directed,73375,,,1
9534,92556,Directed,73376,,,1
9534,72907,Directed,73377,,,1
9534,55106,Directed,73378,,,1
9534,71164,Directed,73379,,,1
9534,13593,Directed,73380,,,1
9534,63769,Directed,73381,,,1
9534,91483,Directed,73382,,,1
9534,63364,Directed,73383,,,1
9534,8260,Directed,73384,,,1
9534,49124,Directed,73385,,,1
9534,83125,Directed,73386,,,1
9534,46252,Directed,73387,,,1
9534,3708,Directed,73388,,,1
9534,18610,Directed,73389,,,1
9534,66215,Directed,73390,,,1
9534,99795,Directed,73391,,,1
9534,19194,Directed,73392,,,1
9534,19619,Directed,73393,,,1
9534,15503,Directed,73394,,,1
9534,103163,Directed,73395,,,1
9534,105697,Directed,73396,,,1
9534,72861,Directed,73397,,,1
9608,84410,Directed,73398,,,1
9649,4829,Directed,73399,,,1
9649,23344,Directed,73400,,,1
9649,60301,Directed,73401,,,1
9649,65242,Directed,73402,,,1
9649,72614,Directed,73403,,,1
9710,2611,Directed,73404,,,1
9710,5461,Directed,73405,,,1
9710,37077,Directed,73406,,,1
9710,104734,Directed,73407,,,1
9710,91254,Directed,73408,,,1
9710,64315,Directed,73409,,,1
9710,29833,Directed,73410,,,1
9710,46518,Directed,73411,,,1
9710,108344,Directed,73412,,,1
9722,27597,Directed,73413,,,1
9722,24832,Directed,73414,,,1
9722,106242,Directed,73415,,,1
9722,83578,Directed,73416,,,1
9722,67145,Directed,73417,,,1
9722,81230,Directed,73418,,,1
9722,69516,Directed,73419,,,1
9722,76792,Directed,73420,,,1
9722,76794,Directed,73421,,,1
9722,69186,Directed,73422,,,1
9744,63769,Directed,73423,,,1
9744,88863,Directed,73424,,,1
9744,1622,Directed,73425,,,1
9744,3940,Directed,73426,,,1
9744,96957,Directed,73427,,,1
9744,81222,Directed,73428,,,1
9744,63603,Directed,73429,,,1
9744,97198,Directed,73430,,,1
9744,70605,Directed,73431,,,1
9744,89005,Directed,73432,,,1
9744,72861,Directed,73433,,,1
9758,42951,Directed,73434,,,1
9758,15826,Directed,73435,,,1
9758,51233,Directed,73436,,,1
9758,88027,Directed,73437,,,1
9758,14770,Directed,73438,,,1
9758,95422,Directed,73439,,,1
9758,21881,Directed,73440,,,1
9758,86251,Directed,73441,,,1
9758,45153,Directed,73442,,,1
9779,69437,Directed,73443,,,1
9779,69186,Directed,73444,,,1
9779,96073,Directed,73445,,,1
9779,78973,Directed,73446,,,1
9779,14666,Directed,73447,,,1
9795,69095,Directed,73448,,,1
9795,31354,Directed,73449,,,1
9795,2789,Directed,73450,,,1
9795,108338,Directed,73451,,,1
9795,73353,Directed,73452,,,1
9795,95274,Directed,73453,,,1
9795,65601,Directed,73454,,,1
9826,106326,Directed,73455,,,1
9826,74418,Directed,73456,,,1
9826,77866,Directed,73457,,,1
9826,103075,Directed,73458,,,1
9826,94511,Directed,73459,,,1
9826,45153,Directed,73460,,,1
9826,26021,Directed,73461,,,1
9826,14770,Directed,73462,,,1
9826,91822,Directed,73463,,,1
9826,62815,Directed,73464,,,1
9838,77494,Directed,73465,,,1
9838,91249,Directed,73466,,,1
9838,56813,Directed,73467,,,1
9838,65740,Directed,73468,,,1
9838,7104,Directed,73469,,,1
9838,83578,Directed,73470,,,1
9838,70078,Directed,73471,,,1
9838,49776,Directed,73472,,,1
9838,9722,Directed,73473,,,1
9838,99941,Directed,73474,,,1
9838,106070,Directed,73475,,,1
9838,77413,Directed,73476,,,1
9838,95098,Directed,73477,,,1
9838,78459,Directed,73478,,,1
9838,78084,Directed,73479,,,1
9838,14855,Directed,73480,,,1
9838,60055,Directed,73481,,,1
9838,74422,Directed,73482,,,1
9838,13644,Directed,73483,,,1
9838,85320,Directed,73484,,,1
9838,69186,Directed,73485,,,1
9838,24758,Directed,73486,,,1
9838,69516,Directed,73487,,,1
9867,5402,Directed,73488,,,1
9867,61952,Directed,73489,,,1
9867,17346,Directed,73490,,,1
9867,17767,Directed,73491,,,1
9867,12986,Directed,73492,,,1
9867,97198,Directed,73493,,,1
9867,2042,Directed,73494,,,1
9867,15263,Directed,73495,,,1
9867,53910,Directed,73496,,,1
9867,46929,Directed,73497,,,1
9867,69842,Directed,73498,,,1
9867,9216,Directed,73499,,,1
9867,66299,Directed,73500,,,1
9867,67217,Directed,73501,,,1
9867,56157,Directed,73502,,,1
9867,55648,Directed,73503,,,1
9867,93692,Directed,73504,,,1
9867,44129,Directed,73505,,,1
9867,42217,Directed,73506,,,1
9867,97271,Directed,73507,,,1
9867,67467,Directed,73508,,,1
9867,86945,Directed,73509,,,1
9867,105185,Directed,73510,,,1
9867,10415,Directed,73511,,,1
9867,28821,Directed,73512,,,1
9867,79531,Directed,73513,,,1
9867,92298,Directed,73514,,,1
9867,49582,Directed,73515,,,1
9869,77694,Directed,73516,,,1
9869,52558,Directed,73517,,,1
9869,24860,Directed,73518,,,1
9869,64403,Directed,73519,,,1
9869,76220,Directed,73520,,,1
9869,42217,Directed,73521,,,1
9869,47922,Directed,73522,,,1
9869,97893,Directed,73523,,,1
9894,59964,Directed,73524,,,1
9894,37986,Directed,73525,,,1
9894,99232,Directed,73526,,,1
9894,36236,Directed,73527,,,1
9894,73353,Directed,73528,,,1
9894,69369,Directed,73529,,,1
9894,3615,Directed,73530,,,1
9894,8702,Directed,73531,,,1
9894,98971,Directed,73532,,,1
9894,24894,Directed,73533,,,1
9894,15175,Directed,73534,,,1
9894,69437,Directed,73535,,,1
9894,36507,Directed,73536,,,1
9894,51779,Directed,73537,,,1
9894,57821,Directed,73538,,,1
9894,58193,Directed,73539,,,1
9894,54080,Directed,73540,,,1
9894,72389,Directed,73541,,,1
9894,10920,Directed,73542,,,1
9894,75824,Directed,73543,,,1
9894,69186,Directed,73544,,,1
9894,108229,Directed,73545,,,1
9894,82672,Directed,73546,,,1
9894,105399,Directed,73547,,,1
9894,89115,Directed,73548,,,1
10017,34473,Directed,73549,,,1
10017,1463,Directed,73550,,,1
10017,44671,Directed,73551,,,1
10017,50294,Directed,73552,,,1
10017,32683,Directed,73553,,,1
10017,49856,Directed,73554,,,1
10017,90153,Directed,73555,,,1
10017,67959,Directed,73556,,,1
10017,69437,Directed,73557,,,1
10017,69441,Directed,73558,,,1
10017,76792,Directed,73559,,,1
10017,25111,Directed,73560,,,1
10017,84827,Directed,73561,,,1
10017,37021,Directed,73562,,,1
10017,88863,Directed,73563,,,1
10017,106436,Directed,73564,,,1
10062,73938,Directed,73565,,,1
10062,16605,Directed,73566,,,1
10062,12965,Directed,73567,,,1
10062,15759,Directed,73568,,,1
10062,24159,Directed,73569,,,1
10062,64480,Directed,73570,,,1
10062,4867,Directed,73571,,,1
10062,14087,Directed,73572,,,1
10062,75086,Directed,73573,,,1
10062,105783,Directed,73574,,,1
10062,87586,Directed,73575,,,1
10062,103449,Directed,73576,,,1
10066,34753,Directed,73577,,,1
10066,79875,Directed,73578,,,1
10066,79137,Directed,73579,,,1
10066,53937,Directed,73580,,,1
10066,89259,Directed,73581,,,1
10066,75186,Directed,73582,,,1
10066,97198,Directed,73583,,,1
10066,81222,Directed,73584,,,1
10106,26682,Directed,73585,,,1
10106,31354,Directed,73586,,,1
10106,74418,Directed,73587,,,1
10106,82926,Directed,73588,,,1
10106,45449,Directed,73589,,,1
10106,4064,Directed,73590,,,1
10106,96922,Directed,73591,,,1
10106,87848,Directed,73592,,,1
10106,45958,Directed,73593,,,1
10106,48749,Directed,73594,,,1
10106,66332,Directed,73595,,,1
10106,92556,Directed,73596,,,1
10106,36040,Directed,73597,,,1
10106,39726,Directed,73598,,,1
10106,5750,Directed,73599,,,1
10106,75824,Directed,73600,,,1
10106,78841,Directed,73601,,,1
10106,69437,Directed,73602,,,1
10106,22268,Directed,73603,,,1
10106,56274,Directed,73604,,,1
10106,61925,Directed,73605,,,1
10106,54227,Directed,73606,,,1
10106,65321,Directed,73607,,,1
10106,41705,Directed,73608,,,1
10106,107091,Directed,73609,,,1
10106,58948,Directed,73610,,,1
10106,92908,Directed,73611,,,1
10106,41721,Directed,73612,,,1
10106,7633,Directed,73613,,,1
10106,69186,Directed,73614,,,1
10106,88863,Directed,73615,,,1
10106,38135,Directed,73616,,,1
10106,85320,Directed,73617,,,1
10106,22530,Directed,73618,,,1
10106,55945,Directed,73619,,,1
10106,27082,Directed,73620,,,1
10106,107139,Directed,73621,,,1
10106,23300,Directed,73622,,,1
10106,61351,Directed,73623,,,1
10106,23344,Directed,73624,,,1
10144,55310,Directed,73625,,,1
10144,75298,Directed,73626,,,1
10144,12691,Directed,73627,,,1
10144,93091,Directed,73628,,,1
10144,65242,Directed,73629,,,1
10144,90101,Directed,73630,,,1
10144,93893,Directed,73631,,,1
10144,17573,Directed,73632,,,1
10144,65183,Directed,73633,,,1
10144,98971,Directed,73634,,,1
10144,87848,Directed,73635,,,1
10144,14253,Directed,73636,,,1
10144,108045,Directed,73637,,,1
10144,36575,Directed,73638,,,1
10144,75824,Directed,73639,,,1
10144,44127,Directed,73640,,,1
10144,23210,Directed,73641,,,1
10144,83433,Directed,73642,,,1
10144,18879,Directed,73643,,,1
10144,61172,Directed,73644,,,1
10144,53512,Directed,73645,,,1
10144,103433,Directed,73646,,,1
10144,99563,Directed,73647,,,1
10144,16773,Directed,73648,,,1
10144,108484,Directed,73649,,,1
10144,36646,Directed,73650,,,1
10144,27616,Directed,73651,,,1
10144,90472,Directed,73652,,,1
10144,104890,Directed,73653,,,1
10144,69516,Directed,73654,,,1
10144,25453,Directed,73655,,,1
10144,16090,Directed,73656,,,1
10144,91722,Directed,73657,,,1
10172,5149,Directed,73658,,,1
10172,21222,Directed,73659,,,1
10172,49935,Directed,73660,,,1
10172,30536,Directed,73661,,,1
10172,30609,Directed,73662,,,1
10172,25000,Directed,73663,,,1
10172,81855,Directed,73664,,,1
10172,55014,Directed,73665,,,1
10172,108344,Directed,73666,,,1
10172,14708,Directed,73667,,,1
10175,106326,Directed,73668,,,1
10175,82394,Directed,73669,,,1
10175,30955,Directed,73670,,,1
10175,67592,Directed,73671,,,1
10175,9758,Directed,73672,,,1
10175,106702,Directed,73673,,,1
10175,88027,Directed,73674,,,1
10175,103075,Directed,73675,,,1
10175,97897,Directed,73676,,,1
10175,43562,Directed,73677,,,1
10175,51188,Directed,73678,,,1
10175,49535,Directed,73679,,,1
10175,51233,Directed,73680,,,1
10175,45153,Directed,73681,,,1
10175,81751,Directed,73682,,,1
10175,21183,Directed,73683,,,1
10175,14770,Directed,73684,,,1
10175,23800,Directed,73685,,,1
10175,103964,Directed,73686,,,1
10175,45222,Directed,73687,,,1
10175,108179,Directed,73688,,,1
10175,108736,Directed,73689,,,1
10303,5402,Directed,73690,,,1
10303,7752,Directed,73691,,,1
10303,17915,Directed,73692,,,1
10303,97198,Directed,73693,,,1
10303,10377,Directed,73694,,,1
10303,57577,Directed,73695,,,1
10303,58390,Directed,73696,,,1
10303,47999,Directed,73697,,,1
10303,109159,Directed,73698,,,1
10303,41468,Directed,73699,,,1
10303,51277,Directed,73700,,,1
10303,85081,Directed,73701,,,1
10303,10726,Directed,73702,,,1
10303,27587,Directed,73703,,,1
10303,6797,Directed,73704,,,1
10303,91482,Directed,73705,,,1
10303,44881,Directed,73706,,,1
10303,90058,Directed,73707,,,1
10303,48454,Directed,73708,,,1
10303,101951,Directed,73709,,,1
10303,39424,Directed,73710,,,1
10303,71164,Directed,73711,,,1
10303,10415,Directed,73712,,,1
10303,59891,Directed,73713,,,1
10303,108066,Directed,73714,,,1
10303,14666,Directed,73715,,,1
10303,72861,Directed,73716,,,1
10303,104783,Directed,73717,,,1
10303,28887,Directed,73718,,,1
10303,64412,Directed,73719,,,1
10303,58986,Directed,73720,,,1
10303,18534,Directed,73721,,,1
10303,94281,Directed,73722,,,1
10303,59917,Directed,73723,,,1
10303,109356,Directed,73724,,,1
10303,91751,Directed,73725,,,1
10303,108683,Directed,73726,,,1
10303,18310,Directed,73727,,,1
10303,72359,Directed,73728,,,1
10303,63769,Directed,73729,,,1
10303,81264,Directed,73730,,,1
10303,24860,Directed,73731,,,1
10303,52686,Directed,73732,,,1
10303,92491,Directed,73733,,,1
10303,30682,Directed,73734,,,1
10303,46099,Directed,73735,,,1
10303,79531,Directed,73736,,,1
10303,92945,Directed,73737,,,1
10303,81726,Directed,73738,,,1
10303,11146,Directed,73739,,,1
10303,57685,Directed,73740,,,1
10303,71402,Directed,73741,,,1
10303,79984,Directed,73742,,,1
10303,55092,Directed,73743,,,1
10303,36236,Directed,73744,,,1
10303,93888,Directed,73745,,,1
10303,79766,Directed,73746,,,1
10303,79121,Directed,73747,,,1
10303,13034,Directed,73748,,,1
10303,67445,Directed,73749,,,1
10303,40556,Directed,73750,,,1
10303,45195,Directed,73751,,,1
10303,24277,Directed,73752,,,1
10303,16486,Directed,73753,,,1
10303,37121,Directed,73754,,,1
10303,62533,Directed,73755,,,1
10303,67467,Directed,73756,,,1
10303,92470,Directed,73757,,,1
10303,71666,Directed,73758,,,1
10303,60012,Directed,73759,,,1
10303,44898,Directed,73760,,,1
10303,48787,Directed,73761,,,1
10303,86106,Directed,73762,,,1
10303,15822,Directed,73763,,,1
10303,17767,Directed,73764,,,1
10303,11429,Directed,73765,,,1
10303,2443,Directed,73766,,,1
10303,88224,Directed,73767,,,1
10303,41545,Directed,73768,,,1
10303,87180,Directed,73769,,,1
10303,18401,Directed,73770,,,1
10303,17373,Directed,73771,,,1
10303,23007,Directed,73772,,,1
10303,12273,Directed,73773,,,1
10303,101685,Directed,73774,,,1
10303,50516,Directed,73775,,,1
10303,56462,Directed,73776,,,1
10303,6068,Directed,73777,,,1
10303,82040,Directed,73778,,,1
10303,56508,Directed,73779,,,1
10303,44742,Directed,73780,,,1
10308,61842,Directed,73781,,,1
10308,73738,Directed,73782,,,1
10308,108090,Directed,73783,,,1
10308,83895,Directed,73784,,,1
10308,83322,Directed,73785,,,1
10308,6783,Directed,73786,,,1
10308,70811,Directed,73787,,,1
10308,75025,Directed,73788,,,1
10308,36646,Directed,73789,,,1
10308,57674,Directed,73790,,,1
10308,17231,Directed,73791,,,1
10324,47273,Directed,73792,,,1
10324,63272,Directed,73793,,,1
10324,43955,Directed,73794,,,1
10324,56950,Directed,73795,,,1
10324,32051,Directed,73796,,,1
10324,32630,Directed,73797,,,1
10324,77220,Directed,73798,,,1
10324,69437,Directed,73799,,,1
10324,4707,Directed,73800,,,1
10324,60622,Directed,73801,,,1
10324,33573,Directed,73802,,,1
10324,24362,Directed,73803,,,1
10324,48887,Directed,73804,,,1
10324,105851,Directed,73805,,,1
10324,76517,Directed,73806,,,1
10324,72191,Directed,73807,,,1
10324,97186,Directed,73808,,,1
10377,77297,Directed,73809,,,1
10377,89516,Directed,73810,,,1
10377,8704,Directed,73811,,,1
10377,2443,Directed,73812,,,1
10377,97198,Directed,73813,,,1
10377,74330,Directed,73814,,,1
10377,10726,Directed,73815,,,1
10377,91016,Directed,73816,,,1
10377,72861,Directed,73817,,,1
10377,16486,Directed,73818,,,1
10377,44881,Directed,73819,,,1
10377,40339,Directed,73820,,,1
10377,14666,Directed,73821,,,1
10377,100869,Directed,73822,,,1
10377,79531,Directed,73823,,,1
10377,44742,Directed,73824,,,1
10377,92298,Directed,73825,,,1
10377,72199,Directed,73826,,,1
10385,77297,Directed,73827,,,1
10385,90207,Directed,73828,,,1
10385,22084,Directed,73829,,,1
10385,89516,Directed,73830,,,1
10385,72199,Directed,73831,,,1
10385,59891,Directed,73832,,,1
10385,108683,Directed,73833,,,1
10385,101685,Directed,73834,,,1
10385,91482,Directed,73835,,,1
